product_name	packaging	brands	categories_tags	ingredients_text	nutriscore_grade	ecoscore_grade
Creme Caramel Flan Snack Cups	Plastic, Container, Fresh	Kozy Shack,General Mills	en:dairies,en:desserts,en:dairy-desserts,en:flans,fr:desserts-lactes-aux-oeufs	Custard: reduced fat milk, cane sugar, sweetened condensed milk (milk, cane sugar), eggs. contains less than 2% of carrageenan, locust bean gum, salt, natural flavors, annatto extract (color) caramel syrup: sugar, natural flavors, xanthan gum.	c	unknown
Empress grey teabags	Métal, Plastique, en:Recyclable Metals, Aluminium, Sachet, Boîte, Carton	Marks & Spencer	en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:herbal-teas,en:black-teas,en:flavored-teas,en:flavored-black-teas,en:teas-with-bergamot,en:bergamot-flavored-black-teas	Thé noir 86%, arôme orange, arôme citron, écorce d'oranges, écorce de citron, huile de bergamote.	b	b
Tin eggs, with fruity candy inside			en:snacks,en:sweet-snacks,en:confectioneries	Dextrose, sucrose, maltodextrin, artificial flavor, magnesium stearate, carnauba wax, gum arabic, red 3, red 40, blue 1.	d	unknown
Bee, The Transformers Tin Collector Eggs With Cyber Bytes Candy		Bee International  Inc.	en:snacks,en:sweet-snacks,en:confectioneries	Dextrose, sucrose, maltodextrin, artificial flavor, magnesium stearate, carnauba wax, gum arabic, red 3, red 40, blue 1.	d	unknown
carb balance flour tortillas	Plastic Bag	Mission,Gruma Corporation	en:mexican-dinner-mixes	water, modified wheat starch, enriched bleached flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), vital wheat gluten, powdered cellulose, vegetable shortening (interesterified and hydrogenated soybean oils), wheat protein isolate (wheat gluten, lactic acid, sulfite), contains 2% or less of: salt, baking soda, sodium acid pyrophosphate, cellulose gum, distilled monoglycerides, enzymes, natural flavor, sucralose, triglycerides, fumaric acid sunflower oil, canola oil, and calcium propionate and sorbic acid (to maintain freshness),	c	unknown
Roast potato seasoning	Carton - Card	Cook with M&S,Marks & Spencer	en:condiments,en:groceries	Durum _wheat_ semolina, sea salt (11%), sugar, ground black pepper (3%), dried onions (1.5%)	d	unknown
Lait de coco	Conserve	Ayam	en:plant-based-foods-and-beverages,en:beverages,en:dairy-substitutes,en:plant-based-beverages,en:milk-substitutes,en:plant-milks,en:coconut-milks	extrait de noix de coco 74% (d'Indonésie ou de Malaisie) , eau	c	b
Horseradish sauce	Plastique, Verre, Pot	Marks & Spencer	en:condiments,en:sauces,en:groceries,fr:sauces-au-raifort	Huile de colza · Raifort frais (30%) · Vinaigre · Eau · Sucre · _Crème_ légère (_Lait_) (5%) · _œuf_ en poudre · Sel · Épaississant: Gomme Xanthan · _Moutarde_ séchée.	c	unknown
Classic piccadilli		Marks & Spencer	en:condiments,en:groceries	Condiment de chou-fleur mariné (21%) · Condiment de cornichons marinés (15%) · Vinaigre de cidre · Eau · Sucre · Condiment d'oignons blancs marinés (7%) · Moutarde à l'anglaise (Eau · Farine de moutarde · Sel · Sucre · Farine de blé (contient Gluten) Correcteur d'acidité : Acide citrique · Curcuma) · Courgettes (5%) · Oignons (5%) Graines de moutarde jaune · Purée de gingembre - : Fécule de maïs · Curcuma · Farine de moutarde · Poivrons rouges déshydratés.	c	unknown
Horseradish Aioli Sauce		Schlotterbeck & Foss	en:condiments,en:sauces,en:groceries	Canola or soybean oil, horseradish, water, dijon mustard (distilled vinegar, water, mustered seed, salt, white wine, guar gum, citric acid, tartaric acid, sugar, turmeric, spices), egg yolks, distilled vinegar, garlic, spices, sea salt, lemon juice concentrate, whey powder (milk), natural flavor, essential mustard oil, xanthan gum natural vitamin e added to protect flavor.	e	unknown
Crab Cake Sauce		Schlotterbeck & Foss	en:condiments,en:sauces,en:groceries	Canola or soybean oil, water, buttermilk, cream (milk), egg yolks, cane sugar, spices, buttermilk solids, lemon juice concentrate, jalapeno peppers (jalapeno peppers, salt, acetic acid), sea salt, worcestershire sauce (distilled vinegar, molasses, sea salt, sugar, spices, tamarind), mustard seed, cucumbers, natural flavor, garlic, onion, carrageenan, xanthan gum, natural vitamin e added to protect flavor.	e	unknown
Pulled Pork		S&F Cooking Sauces	en:condiments,en:sauces,en:groceries	Tomato puree (water, tomato paste), cane sugar, apple cider vinegar, worcestershire sauce (distilled vinegar, molasses, sea salt, sugar, spices, tamarind), hydrolyzed vegetable protein, corn starch, sea salt, spices, canola or soybean oil, natural smoke flavor, garlic, onion, xanthan gum, citric acid, soybean lecithin, natural flavor.	d	unknown
Mustard Sauce		Schlotterbeck & Foss	en:condiments,en:sauces,en:groceries	Canola or soybean oil, heavy cream (milk), distilled vinegar, egg yolks, worcestershire sauce (distilled vinegar, molasses, sea salt, sugar, spices, tamarind), water, mustard seed, sea salt, natural flavor, cane sugar, tomato paste, raisin paste, spices, garlic, natural vitamin e added to protect flavor, xanthan gum.	e	unknown
Pulled Pork		Schlotterbeck & Foss Co. Inc.	en:condiments,en:sauces,en:groceries	Tomato puree (water, tomato paste), cane sugar, apple cider vinegar, worcestershire sauce (distilled vinegar, molasses, sea salt, sugar, spices, tamarind), hydrolyzed vegetable protein, corn starch, sea salt, spices, canola or soybean oil, natural smoke flavor, garlic, onion, xanthan gum, citric acid, soybean lecithin, natural flavor.	d	unknown
Pub Horseradish		Schlotterbeck & Foss Co. Inc.	en:condiments,en:sauces,en:groceries	Stone-ground mustard (apple cider vinegar, distilled vinegar, water, mustard seed, salt, spices), cane sugar, dark irish stout, mustard seed, horseradish (horseradish, vinegar salt), mustard bran.	d	unknown
Chili Starter Cooking Sauces		S&F	en:condiments,en:sauces,en:groceries	Tomatoes, black beans, black eyed peas, red kidney beans, red & green bell peppers, onions, cayenne pepper sauce (aged cayenne peppers, distilled vinegar, salt, garlic), roasted garlic, garlic, spices, ancho chili powder, sea salt, ascorbic acid (vitamin c), chipotle chili powder, natural flavor, guar gum.	c	unknown
Bloody Mary Cocktail Sauce		Schlotterbeck & Foss Co. Inc.	en:condiments,en:sauces,en:dips,en:groceries	Horseradish (horseradish, vinegar, salt), concentrated tomatoes, distilled vinegar, cane sugar, sea salt, worcestershire sauce (distilled vinegar, molasses, sea salt, sugar, spices, tamarind), vodka, spices, cayenne pepper sauce (aged red cayenne peppers, distilled vinegar, salt, garlic), lemon juice concentrate, garlic, onion, anchovy (fish), xanthan gum, natural vitamin e added to protect flavor.	d	unknown
Artisan Salsas		Schlotterbeck & Foss Co. Inc.	en:condiments,en:sauces,en:dips,en:groceries	Corn, onions, cane sugar, red bell peppers, jalapeno peppers, lime juice concentrate, spice, sea salt, chipotle pepper, ancho pepper, guar gum.	c	unknown
Mango Pineapple Salsa		Schlotterbeck & Foss Co. Inc.	en:condiments,en:sauces,en:dips,en:groceries	Mango, pineapple, red bell peppers, onions, cane sugar, jalapeno peppers, lime juice concentrate, cilantro, ginger, sea salt, spice.	c	unknown
Wicked good i'artar sauce			en:condiments,en:sauces,en:groceries	Canola or soybean oil, cucumbers, distilled vinegar, cane sugar, egg yolk, white wine, carrots, onion, spices, sea salt, natural flavor, lemon juice concentrate, xanthan gum, natural vitamin e added to protect flavor.	e	unknown
Remoulade Sauce		Schlotterbeck & Foss	en:condiments,en:sauces,en:groceries	Canola or soybean oil, water, horseradish, stoneground mustard (apple cider vinegar, water, mustard seed, salt, spices), yellow mustard (vinegar, water, mustard seed, salt, turmeric, paprika, spices), distilled vinegar, cane sugar, tomato paste, egg yolks, onion, spices, worcestershire sauce (distilled vinegar, molasses, sea salt, sugar, spices, tamarind), sea salt, lemon juice concentrate, garlic, natural flavor, paprika, xanthan gum, natural vitamin e added to protect flavor.	d	unknown
Cooking Sauce Chili Starter		Schlotterbeck & Foss	en:condiments,en:sauces,en:groceries	Beans (black, red kidney, white), tomatoes, red & green bell peppers, onions, cayenne pepper sauce (aged cayenne peppers, distilled vinegar, salt, garlic), garlic, spices, roasted garlic, corn starch, ancho & chipotle chili powder, sea salt, ascorbic acid (vitamin c), natural flavor, guar gum.	c	unknown
Chef sauces			en:condiments,en:sauces,en:groceries	Cane sugar, water, cayenne pepper sauce (aged cayenne peppers, distilled vinegar, salt, garlic), soy sauce (water, wheat, soybeans, salt), jalapeno puree (jalapenos, salt, acetic acid), garlic, ginger, red bell pepper puree, corn starch, canola or soybean oil, red bell peppers, crushed red pepper, lemon juice concentrate, paprika extract, xanthan gum.	e	unknown
Coq Au Vin Cooking Sauce		Schlotterbeck & Foss	en:condiments,en:sauces,en:groceries	Burgundy red wine (sulfites), chicken stock (water, chicken, salt, cane juice solids, chicken fat, yeast extract, natural flavor, onion, spice extract, turmeric), tomato puree (water, tomato paste), sherry wine (sulfites), onions, mushrooms, balsamic vinegar, butter (milk, salted), corn starch, cane sugar, molasses, garlic, carrots, sea salt, spices, soybean lecithin (soy).	c	unknown
Texas Caviar Artisan Salsa		Schlotterbeck & Foss	en:condiments,en:fish-and-meat-and-eggs,en:fish-eggs,en:sauces,en:caviars,en:dips,en:groceries	Corn, tomatoes, red bell peppers, onions, jalapeno peppers, black beans, white beans, green chilies, chipotles in adobo (chipotle peppers, water, tomato puree, vinegar, salt, sugar, onion, spices), lime juice concentrate, spices, chipotle pepper, cilantro, sea salt.	a	unknown
Sriracha Chili Sauce		Schlotterbeck & Foss	en:condiments,en:sauces,en:groceries	Red chili peppers (red jalapeno, roasted red bell), water, cane sugar, garlic, distilled vinegar, sea salt, natural flavor, ascorbic acid (vitamin c), xanthan gum.	d	unknown
Sauce		S&F Chef Sauces	en:condiments,en:sauces,en:groceries	Water, canola or soybean oil, apple cider vinegar, cane sugar, corn starch, sea salt, garlic juice, lemon juice concentrate, balsamic vinegar, herbs and spices, soybean lecithin, garlic, onion, lemon and orange peel, red and green bell pepper, xanthan gum, natural vitamin e added to protect flavor.	d	unknown
Lemon Dill Sauce		S & F	en:condiments,en:sauces,en:groceries	Canola and/or soybean oil, cane sugar, dijon mustard (distilled vinegar, water, mustard seed, salt, white wine, guar gum, citric & tartaric acids, sugar, turmeric, spices), water, rice vinegar, lemon juice concentrate dillweed & dillweed oil, soybean lecithin, lemon peel, xanthan gum, natural vitamin e added to protect flavor.	d	unknown
Country Ketchups		Schlotterbeck & Foss	en:condiments,en:sauces,en:tomato-sauces,en:ketchup,en:groceries	Tomato puree (concentrated tomatoes, water, tomato paste), cane sugar, red bell peppers, onions, distilled vinegar, garlic, sea salt, spices, ascorbic acid (vitamin c).	d	b
Ginger Teriyaki Sauce		S&F Chef Sauces	en:condiments,en:sauces,en:groceries	Water, tamari (water, soybeans, salt), cane sugar, distilled vinegar, honey, corn starch, ginger, canola or soybean oil, garlic, spice, sesame oil, xanthan gum.	d	unknown
Sweet Bay Bbq		S& F Chef Sauces	en:condiments,en:sauces,en:groceries	Tomato puree (water, tomato paste), molasses, cane sugar, distilled vinegar, worcestershire sauce (distilled vinegar, molasses, sea salt, sugar, spices, tamarind), honey, mustard bran, sea salt, spices, natural smoke, garlic, onion, xanthan gum.	d	unknown
Chef Sauce		S & F	en:condiments,en:sauces,en:groceries	Cane sugar, pineapple, red and green bell peppers, mango, water, onions, apple cider vinegar, red jalapeno peppers, lemon juice concentrate, canola or soybean oil natural flavor. citric acid, spice, xanthan gum, ascorbic acid (vitamin c), habanero peppers.	c	unknown
Sweet Bourbon Mustard		S&F	en:condiments,en:sauces,en:groceries	Stone-ground mustard (apple cider vinegar, distilled vinegar, water, mustard seed, salt, spices), cane sugar, mustard seed, bourbon whiskey, mustard bran.	d	unknown
Honey Mustard		Schlotterbeck & Foss	en:condiments,en:sauces,en:mustards,en:honey-mustards,en:groceries	Sugar, mustard flour, apple cider vinegar, canola or soybean oil, water, molasses, honey, natural flavors, natural vitamin e added to protect flavor.	c	c
Cocktail Sauce		Schlotterbeck & Foss	en:condiments,en:sauces,en:dips,en:groceries	Horseradish (horseradish, vinegar, salt), concentrated tomatoes, water, cane sugar, distilled vinegar, sea salt, garlic, onion, spice extract, xanthan gum.	d	unknown
Tartar Sauce		Schlotterbeck & Foss	en:condiments,en:sauces,en:groceries	Canola or soybean oil, cucumbers, eggs and egg yolks, cane sugar, distilled vinegar, onion, spice and spice extract, lemon juice concentrate, natural flavor, sea salt, xanthan gum.	e	unknown
Steak Sauce		Schlotterbeck & Foss	en:condiments,en:sauces,en:groceries	Tomato puree (tomato paste, water), cane sugar, horseradish (horseradish, vinegar, salt), cider vinegar, distilled vinegar, sea salt, worcestershire sauce (distilled vinegar, molasses, sea salt, sugar, spices, tamarind), tamarind, xanthan gum, onion, spices.	d	unknown
Four Cheese Ravioli		Kings Super Markets Inc	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas	durum flour (durum flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), pasteurized liquid whole egg, filtered water and sea salt.	c	unknown
Spinach & ricotta ravioli pasta			en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:ravioli-with-ricotta-and-spinach	durum flour (durum flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), pasteurized liquid whole egg, spinach powder, filtered water and sea salt.	b	unknown
Goat cheese & basil ravioli fresh pasta			en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas	durum flour (durum flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), pasteurized liquid whole egg, dry basil leaves, spinach powder, filtered water and sea salt.	d	unknown
Fresh pasta		Kings	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas	durum flour (durum flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), spinach powder, turmeric, pasteurized liquid whole egg, filtered water and sea salt.	d	unknown
Organic cheese tortellini		Valley Fine Foods Company	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:meals,en:pasta-dishes,en:pastas,en:stuffed-pastas,en:tortellini	organic durum flour, organic egg, water.	b	unknown
Organic chicken & mozzarella ravioli		Valley Fine Foods Company	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:meals,en:pasta-dishes,en:pastas,en:stuffed-pastas	organic semolina, organic egg, water.	c	unknown
Red beet & spinach ravioli		Valley Fine Foods Company	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas	organic semolina, organic egg, water.	a	unknown
Organic spinach & cheese tortellini		Valley Fine Foods Company	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:meals,en:pasta-dishes,en:pastas,en:stuffed-pastas,en:tortellini	organic durum flour, organic egg, water.	a	unknown
Kale, garlic & cheese ravioli		Valley Fine Foods Company	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:meals,en:pasta-dishes,en:pastas,en:stuffed-pastas,en:ravioli,en:ravioli-with-ricotta-and-spinach	Rice flour, corn flour, water, egg, egg white, tapioca, tara gum, gum arabic.	c	unknown
Gluten free sweet potato & herb ravioli		Valley Fine Foods Company	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas	Rice flour, water, corn flour, egg, tapioca, egg white, tara gum, gum arabic.	a	unknown
Artisola organic cheese ravioli			en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:meals,en:pasta-dishes,en:pastas,en:stuffed-pastas,en:ravioli	organic durum flour, water, organic egg.	b	unknown
